workerid,proliferate.condition,frame,item,order,response,verb,error
35,condition1,5,The Sacklers' greed enabled the opioid epidemic.,53,6,enabled,
35,condition1,7,The breaking of the dam caused the flood.,54,6,caused,
35,condition1,7,The breaking of the dam enabled the flood.,55,3,enabled,
35,condition1,6,The sunny weather affected the tree's growth.,56,3,affected,
35,condition1,15,Metastasis enabled cell growth.,57,6,enabled,
35,condition1,8,Janelle's working hard enabled her success.,58,6,enabled,
35,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,60,6,caused,
35,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,61,0,affected,
35,condition1,14,Deforestation affected wildlife displacement.,62,0,affected,
35,condition1,9,The new traffic signs enabled the decrease in fatalities.,63,3,enabled,
35,condition1,4,The zoning restrictions affected the housing shortage.,64,6,affected,
35,condition1,12,More stipends affected the increase in student admissions.,65,6,affected,
51,condition1,1,The dry weather enabled the wild fire.,0,5,enabled,
51,condition1,6,The sunny weather affected the tree's growth.,1,6,affected,
51,condition1,5,The Sacklers' greed enabled the opioid epidemic.,2,6,enabled,
51,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,3,1,enabled,
51,condition1,15,Metastasis enabled cell growth.,4,4,enabled,
51,condition1,7,The breaking of the dam caused the flood.,5,6,caused,
51,condition1,17,Erosion enabled density loss.,6,3,enabled,
51,condition1,16,Diversification affected new monetary policies.,7,5,affected,
51,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,8,5,affected,
51,condition1,8,Janelle's working hard enabled her success.,9,6,enabled,
51,condition1,13,The sun enabled the drying of the clothes.,10,2,enabled,
51,condition1,1,The dry weather affected the wild fire.,11,5,affected,
51,condition1,15,Metastasis affected cell growth.,12,5,affected,
51,condition1,7,The breaking of the dam affected the flood.,13,1,affected,
51,condition1,9,The new traffic signs enabled the decrease in fatalities.,14,1,enabled,
51,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,15,6,caused,
51,condition1,5,The Sacklers' greed caused the opioid epidemic.,16,6,caused,
51,condition1,4,The zoning restrictions caused the housing shortage.,17,6,caused,
51,condition1,6,The sunny weather enabled the tree's growth.,18,5,enabled,
51,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,19,6,affected,
51,condition1,9,The new traffic signs caused the decrease in fatalities.,20,6,caused,
51,condition1,14,Deforestation enabled wildlife displacement.,22,4,enabled,
51,condition1,13,The sun caused the drying of the clothes.,24,4,caused,
51,condition1,19,The construction at the intersection affected the traffic in the vicinity.,25,5,affected,
51,condition1,10,The striker deflecting the ball affected the goal.,26,0,affected,
51,condition1,4,The zoning restrictions enabled the housing shortage.,27,5,enabled,
51,condition1,8,Janelle's working hard caused her success.,29,5,caused,
51,condition1,11,Turning off the life support caused the patient's death.,30,6,caused,
51,condition1,13,The sun affected the drying of the clothes.,31,2,affected,
51,condition1,8,Janelle's working hard affected her success.,32,1,affected,
51,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,33,6,enabled,
51,condition1,3,The new technology affected the change.,34,5,affected,
51,condition1,17,Erosion caused density loss.,35,6,caused,
51,condition1,2,The CEO's decision affected the outcome.,36,6,affected,
51,condition1,12,More stipends affected the increase in student admissions.,37,2,affected,
51,condition1,10,The striker deflecting the ball enabled the goal.,38,0,enabled,
51,condition1,12,More stipends caused the increase in student admissions.,40,6,caused,
51,condition1,11,Turning off the life support enabled the patient's death.,41,1,enabled,
51,condition1,2,The CEO's decision caused the outcome.,42,5,caused,
51,condition1,14,Deforestation affected wildlife displacement.,43,2,affected,
51,condition1,16,Diversification enabled new monetary policies.,44,3,enabled,
51,condition1,3,The new technology caused the change.,45,5,caused,
51,condition1,2,The CEO's decision enabled the outcome.,46,1,enabled,
51,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,47,5,caused,
51,condition1,5,The Sacklers' greed affected the opioid epidemic.,48,6,affected,
51,condition1,11,Turning off the life support affected the patient's death.,49,1,affected,
51,condition1,6,The sunny weather caused the tree's growth.,50,5,caused,
51,condition1,17,Erosion affected density loss.,51,0,affected,
51,condition1,14,Deforestation caused wildlife displacement.,52,6,caused,
51,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,53,0,enabled,
51,condition1,1,The dry weather caused the wild fire.,54,5,caused,
51,condition1,9,The new traffic signs affected the decrease in fatalities.,56,3,affected,
51,condition1,12,More stipends enabled the increase in student admissions.,57,0,enabled,
51,condition1,15,Metastasis caused cell growth.,58,5,caused,
51,condition1,4,The zoning restrictions affected the housing shortage.,59,6,affected,
51,condition1,19,The construction at the intersection caused the traffic in the vicinity.,60,6,caused,
51,condition1,3,The new technology enabled the change.,61,4,enabled,
51,condition1,16,Diversification caused new monetary policies.,63,4,caused,
51,condition1,10,The striker deflecting the ball caused the goal.,64,6,caused,
51,condition1,7,The breaking of the dam enabled the flood.,65,5,enabled,
5,condition1,13,The sun affected the drying of the clothes.,0,6,affected,
5,condition1,4,The zoning restrictions affected the housing shortage.,1,6,affected,
5,condition1,4,The zoning restrictions enabled the housing shortage.,2,6,enabled,
5,condition1,11,Turning off the life support caused the patient's death.,3,5,caused,
5,condition1,19,The construction at the intersection caused the traffic in the vicinity.,4,5,caused,
5,condition1,9,The new traffic signs caused the decrease in fatalities.,5,6,caused,
5,condition1,4,The zoning restrictions caused the housing shortage.,7,6,caused,
5,condition1,16,Diversification caused new monetary policies.,8,1,caused,
5,condition1,7,The breaking of the dam caused the flood.,9,6,caused,
5,condition1,12,More stipends caused the increase in student admissions.,10,6,caused,
5,condition1,2,The CEO's decision enabled the outcome.,11,4,enabled,
5,condition1,5,The Sacklers' greed enabled the opioid epidemic.,12,4,enabled,
5,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,13,0,enabled,
5,condition1,10,The striker deflecting the ball affected the goal.,14,1,affected,
5,condition1,3,The new technology enabled the change.,15,6,enabled,
5,condition1,17,Erosion enabled density loss.,16,4,enabled,
5,condition1,16,Diversification affected new monetary policies.,18,3,affected,
5,condition1,11,Turning off the life support affected the patient's death.,19,0,affected,
5,condition1,17,Erosion affected density loss.,20,6,affected,
5,condition1,12,More stipends enabled the increase in student admissions.,21,2,enabled,
5,condition1,5,The Sacklers' greed caused the opioid epidemic.,22,5,caused,
5,condition1,1,The dry weather enabled the wild fire.,23,6,enabled,
5,condition1,8,Janelle's working hard caused her success.,24,6,caused,
5,condition1,3,The new technology caused the change.,25,6,caused,
5,condition1,15,Metastasis enabled cell growth.,26,6,enabled,
5,condition1,10,The striker deflecting the ball caused the goal.,27,2,caused,
5,condition1,6,The sunny weather caused the tree's growth.,28,3,caused,
5,condition1,15,Metastasis affected cell growth.,29,4,affected,
5,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,31,6,caused,
5,condition1,17,Erosion caused density loss.,32,6,caused,
5,condition1,10,The striker deflecting the ball enabled the goal.,33,0,enabled,
5,condition1,9,The new traffic signs affected the decrease in fatalities.,34,3,affected,
5,condition1,1,The dry weather caused the wild fire.,37,6,caused,
5,condition1,9,The new traffic signs enabled the decrease in fatalities.,38,0,enabled,
5,condition1,19,The construction at the intersection affected the traffic in the vicinity.,39,6,affected,
5,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,40,6,caused,
5,condition1,7,The breaking of the dam enabled the flood.,41,2,enabled,
5,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,43,2,enabled,
5,condition1,14,Deforestation affected wildlife displacement.,44,3,affected,
5,condition1,14,Deforestation enabled wildlife displacement.,45,4,enabled,
5,condition1,6,The sunny weather enabled the tree's growth.,46,5,enabled,
5,condition1,3,The new technology affected the change.,47,6,affected,
5,condition1,13,The sun enabled the drying of the clothes.,48,2,enabled,
5,condition1,5,The Sacklers' greed affected the opioid epidemic.,49,2,affected,
5,condition1,12,More stipends affected the increase in student admissions.,50,3,affected,
5,condition1,1,The dry weather affected the wild fire.,51,5,affected,
5,condition1,2,The CEO's decision caused the outcome.,52,6,caused,
5,condition1,6,The sunny weather affected the tree's growth.,53,6,affected,
5,condition1,7,The breaking of the dam affected the flood.,54,1,affected,
5,condition1,8,Janelle's working hard enabled her success.,55,5,enabled,
5,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,56,1,affected,
5,condition1,13,The sun caused the drying of the clothes.,57,0,caused,
5,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,58,6,affected,
5,condition1,14,Deforestation caused wildlife displacement.,59,6,caused,
5,condition1,15,Metastasis caused cell growth.,60,2,caused,
5,condition1,16,Diversification enabled new monetary policies.,61,4,enabled,
5,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,62,4,enabled,
5,condition1,8,Janelle's working hard affected her success.,63,4,affected,
5,condition1,11,Turning off the life support enabled the patient's death.,64,0,enabled,
5,condition1,2,The CEO's decision affected the outcome.,65,6,affected,
50,condition1,5,The Sacklers' greed caused the opioid epidemic.,0,5,caused,
50,condition1,1,The dry weather enabled the wild fire.,1,6,enabled,
50,condition1,6,The sunny weather caused the tree's growth.,3,4,caused,
50,condition1,9,The new traffic signs affected the decrease in fatalities.,4,1,affected,
50,condition1,10,The striker deflecting the ball enabled the goal.,5,3,enabled,
50,condition1,8,Janelle's working hard enabled her success.,6,5,enabled,
50,condition1,9,The new traffic signs caused the decrease in fatalities.,7,5,caused,
50,condition1,1,The dry weather caused the wild fire.,8,5,caused,
50,condition1,14,Deforestation caused wildlife displacement.,9,6,caused,
50,condition1,6,The sunny weather enabled the tree's growth.,10,4,enabled,
50,condition1,17,Erosion enabled density loss.,11,3,enabled,
50,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,13,4,enabled,
50,condition1,12,More stipends caused the increase in student admissions.,15,2,caused,
50,condition1,17,Erosion caused density loss.,16,3,caused,
50,condition1,5,The Sacklers' greed enabled the opioid epidemic.,17,6,enabled,
50,condition1,13,The sun affected the drying of the clothes.,18,0,affected,
50,condition1,16,Diversification affected new monetary policies.,19,4,affected,
50,condition1,19,The construction at the intersection caused the traffic in the vicinity.,20,5,caused,
50,condition1,2,The CEO's decision affected the outcome.,21,4,affected,
50,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,23,4,caused,
50,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,24,2,affected,
50,condition1,15,Metastasis enabled cell growth.,25,4,enabled,
50,condition1,19,The construction at the intersection affected the traffic in the vicinity.,26,5,affected,
50,condition1,11,Turning off the life support affected the patient's death.,27,0,affected,
50,condition1,13,The sun caused the drying of the clothes.,28,3,caused,
50,condition1,10,The striker deflecting the ball affected the goal.,29,0,affected,
50,condition1,7,The breaking of the dam enabled the flood.,30,5,enabled,
50,condition1,15,Metastasis caused cell growth.,31,6,caused,
50,condition1,12,More stipends affected the increase in student admissions.,32,2,affected,
50,condition1,2,The CEO's decision enabled the outcome.,33,1,enabled,
50,condition1,1,The dry weather affected the wild fire.,35,2,affected,
50,condition1,3,The new technology affected the change.,36,6,affected,
50,condition1,14,Deforestation enabled wildlife displacement.,37,4,enabled,
50,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,38,4,enabled,
50,condition1,15,Metastasis affected cell growth.,39,5,affected,
50,condition1,17,Erosion affected density loss.,40,1,affected,
50,condition1,13,The sun enabled the drying of the clothes.,41,3,enabled,
50,condition1,8,Janelle's working hard affected her success.,42,1,affected,
50,condition1,11,Turning off the life support enabled the patient's death.,43,6,enabled,
50,condition1,12,More stipends enabled the increase in student admissions.,44,1,enabled,
50,condition1,10,The striker deflecting the ball caused the goal.,45,6,caused,
50,condition1,16,Diversification enabled new monetary policies.,46,5,enabled,
50,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,47,0,enabled,
50,condition1,5,The Sacklers' greed affected the opioid epidemic.,48,5,affected,
50,condition1,3,The new technology enabled the change.,49,2,enabled,
50,condition1,14,Deforestation affected wildlife displacement.,50,4,affected,
50,condition1,4,The zoning restrictions enabled the housing shortage.,51,4,enabled,
50,condition1,7,The breaking of the dam caused the flood.,52,5,caused,
50,condition1,9,The new traffic signs enabled the decrease in fatalities.,53,1,enabled,
50,condition1,7,The breaking of the dam affected the flood.,54,0,affected,
50,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,55,4,affected,
50,condition1,6,The sunny weather affected the tree's growth.,56,5,affected,
50,condition1,8,Janelle's working hard caused her success.,58,3,caused,
50,condition1,4,The zoning restrictions affected the housing shortage.,59,5,affected,
50,condition1,3,The new technology caused the change.,60,4,caused,
50,condition1,2,The CEO's decision caused the outcome.,61,4,caused,
50,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,62,6,caused,
50,condition1,4,The zoning restrictions caused the housing shortage.,63,6,caused,
50,condition1,11,Turning off the life support caused the patient's death.,64,6,caused,
50,condition1,16,Diversification caused new monetary policies.,65,2,caused,
9,condition1,10,The striker deflecting the ball caused the goal.,0,6,caused,
9,condition1,15,Metastasis caused cell growth.,1,6,caused,
9,condition1,14,Deforestation caused wildlife displacement.,2,6,caused,
9,condition1,10,The striker deflecting the ball affected the goal.,3,6,affected,
9,condition1,16,Diversification enabled new monetary policies.,4,6,enabled,
9,condition1,12,More stipends enabled the increase in student admissions.,5,5,enabled,
9,condition1,5,The Sacklers' greed enabled the opioid epidemic.,6,6,enabled,
9,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,7,5,affected,
9,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,8,6,enabled,
9,condition1,16,Diversification caused new monetary policies.,9,6,caused,
9,condition1,17,Erosion affected density loss.,10,6,affected,
9,condition1,14,Deforestation affected wildlife displacement.,11,6,affected,
9,condition1,11,Turning off the life support caused the patient's death.,12,6,caused,
9,condition1,2,The CEO's decision enabled the outcome.,13,6,enabled,
9,condition1,2,The CEO's decision affected the outcome.,14,6,affected,
9,condition1,6,The sunny weather affected the tree's growth.,15,6,affected,
9,condition1,8,Janelle's working hard caused her success.,16,6,caused,
9,condition1,3,The new technology caused the change.,17,6,caused,
9,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,18,6,caused,
9,condition1,19,The construction at the intersection caused the traffic in the vicinity.,19,6,caused,
9,condition1,2,The CEO's decision caused the outcome.,20,6,caused,
9,condition1,3,The new technology enabled the change.,21,6,enabled,
9,condition1,9,The new traffic signs caused the decrease in fatalities.,22,6,caused,
9,condition1,9,The new traffic signs affected the decrease in fatalities.,23,1,affected,
9,condition1,11,Turning off the life support affected the patient's death.,24,0,affected,
9,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,26,4,enabled,
9,condition1,13,The sun enabled the drying of the clothes.,28,4,enabled,
9,condition1,5,The Sacklers' greed caused the opioid epidemic.,29,6,caused,
9,condition1,4,The zoning restrictions enabled the housing shortage.,30,5,enabled,
9,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,31,6,affected,
9,condition1,9,The new traffic signs enabled the decrease in fatalities.,32,5,enabled,
9,condition1,12,More stipends affected the increase in student admissions.,33,5,affected,
9,condition1,15,Metastasis affected cell growth.,34,6,affected,
9,condition1,8,Janelle's working hard affected her success.,35,2,affected,
9,condition1,7,The breaking of the dam enabled the flood.,36,5,enabled,
9,condition1,14,Deforestation enabled wildlife displacement.,37,6,enabled,
9,condition1,7,The breaking of the dam affected the flood.,38,1,affected,
9,condition1,6,The sunny weather enabled the tree's growth.,39,5,enabled,
9,condition1,3,The new technology affected the change.,40,6,affected,
9,condition1,10,The striker deflecting the ball enabled the goal.,42,5,enabled,
9,condition1,1,The dry weather enabled the wild fire.,43,6,enabled,
9,condition1,4,The zoning restrictions caused the housing shortage.,44,5,caused,
9,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,45,6,enabled,
9,condition1,12,More stipends caused the increase in student admissions.,46,5,caused,
9,condition1,4,The zoning restrictions affected the housing shortage.,47,5,affected,
9,condition1,16,Diversification affected new monetary policies.,48,5,affected,
9,condition1,6,The sunny weather caused the tree's growth.,50,6,caused,
9,condition1,1,The dry weather affected the wild fire.,51,5,affected,
9,condition1,7,The breaking of the dam caused the flood.,53,6,caused,
9,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,54,6,caused,
9,condition1,17,Erosion caused density loss.,55,6,caused,
9,condition1,17,Erosion enabled density loss.,56,5,enabled,
9,condition1,13,The sun affected the drying of the clothes.,57,5,affected,
9,condition1,11,Turning off the life support enabled the patient's death.,58,4,enabled,
9,condition1,15,Metastasis enabled cell growth.,59,5,enabled,
9,condition1,19,The construction at the intersection affected the traffic in the vicinity.,60,6,affected,
9,condition1,8,Janelle's working hard enabled her success.,61,6,enabled,
9,condition1,1,The dry weather caused the wild fire.,62,6,caused,
9,condition1,5,The Sacklers' greed affected the opioid epidemic.,63,1,affected,
9,condition1,13,The sun caused the drying of the clothes.,64,6,caused,
48,condition1,4,The zoning restrictions caused the housing shortage.,0,6,caused,
48,condition1,8,Janelle's working hard affected her success.,1,2,affected,
48,condition1,7,The breaking of the dam enabled the flood.,3,3,enabled,
48,condition1,2,The CEO's decision caused the outcome.,5,3,caused,
48,condition1,1,The dry weather enabled the wild fire.,6,6,enabled,
48,condition1,5,The Sacklers' greed affected the opioid epidemic.,7,3,affected,
48,condition1,15,Metastasis enabled cell growth.,8,6,enabled,
48,condition1,14,Deforestation caused wildlife displacement.,9,6,caused,
48,condition1,12,More stipends caused the increase in student admissions.,10,4,caused,
48,condition1,9,The new traffic signs affected the decrease in fatalities.,11,1,affected,
48,condition1,7,The breaking of the dam affected the flood.,12,1,affected,
48,condition1,6,The sunny weather enabled the tree's growth.,13,4,enabled,
48,condition1,10,The striker deflecting the ball caused the goal.,14,4,caused,
48,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,15,6,affected,
48,condition1,16,Diversification enabled new monetary policies.,16,4,enabled,
48,condition1,11,Turning off the life support caused the patient's death.,17,4,caused,
48,condition1,8,Janelle's working hard enabled her success.,18,3,enabled,
48,condition1,10,The striker deflecting the ball enabled the goal.,19,3,enabled,
48,condition1,12,More stipends enabled the increase in student admissions.,20,3,enabled,
48,condition1,4,The zoning restrictions enabled the housing shortage.,21,3,enabled,
48,condition1,9,The new traffic signs enabled the decrease in fatalities.,22,3,enabled,
48,condition1,1,The dry weather caused the wild fire.,23,6,caused,
48,condition1,6,The sunny weather affected the tree's growth.,25,5,affected,
48,condition1,7,The breaking of the dam caused the flood.,26,5,caused,
48,condition1,16,Diversification affected new monetary policies.,27,5,affected,
48,condition1,3,The new technology affected the change.,28,4,affected,
48,condition1,19,The construction at the intersection caused the traffic in the vicinity.,29,5,caused,
48,condition1,14,Deforestation enabled wildlife displacement.,30,3,enabled,
48,condition1,5,The Sacklers' greed enabled the opioid epidemic.,32,3,enabled,
48,condition1,3,The new technology enabled the change.,33,4,enabled,
48,condition1,15,Metastasis affected cell growth.,34,6,affected,
48,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,35,6,caused,
48,condition1,13,The sun affected the drying of the clothes.,36,3,affected,
48,condition1,4,The zoning restrictions affected the housing shortage.,37,5,affected,
48,condition1,9,The new traffic signs caused the decrease in fatalities.,38,5,caused,
48,condition1,1,The dry weather affected the wild fire.,39,5,affected,
48,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,40,4,affected,
48,condition1,8,Janelle's working hard caused her success.,41,3,caused,
48,condition1,17,Erosion caused density loss.,42,6,caused,
48,condition1,5,The Sacklers' greed caused the opioid epidemic.,43,6,caused,
48,condition1,14,Deforestation affected wildlife displacement.,44,6,affected,
48,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,45,3,enabled,
48,condition1,13,The sun caused the drying of the clothes.,46,4,caused,
48,condition1,6,The sunny weather caused the tree's growth.,47,6,caused,
48,condition1,13,The sun enabled the drying of the clothes.,48,3,enabled,
48,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,49,3,enabled,
48,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,50,3,enabled,
48,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,52,6,caused,
48,condition1,2,The CEO's decision enabled the outcome.,53,3,enabled,
48,condition1,16,Diversification caused new monetary policies.,55,4,caused,
48,condition1,11,Turning off the life support enabled the patient's death.,56,4,enabled,
48,condition1,12,More stipends affected the increase in student admissions.,57,5,affected,
48,condition1,15,Metastasis caused cell growth.,58,6,caused,
48,condition1,17,Erosion enabled density loss.,59,5,enabled,
48,condition1,10,The striker deflecting the ball affected the goal.,60,3,affected,
48,condition1,19,The construction at the intersection affected the traffic in the vicinity.,61,4,affected,
48,condition1,2,The CEO's decision affected the outcome.,62,6,affected,
48,condition1,17,Erosion affected density loss.,63,3,affected,
48,condition1,3,The new technology caused the change.,64,6,caused,
48,condition1,11,Turning off the life support affected the patient's death.,65,3,affected,
41,condition1,5,The Sacklers' greed caused the opioid epidemic.,0,6,caused,
41,condition1,4,The zoning restrictions caused the housing shortage.,1,6,caused,
41,condition1,14,Deforestation enabled wildlife displacement.,2,6,enabled,
41,condition1,17,Erosion caused density loss.,3,5,caused,
41,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,4,6,enabled,
41,condition1,5,The Sacklers' greed affected the opioid epidemic.,5,4,affected,
41,condition1,12,More stipends affected the increase in student admissions.,6,6,affected,
41,condition1,11,Turning off the life support caused the patient's death.,7,6,caused,
41,condition1,10,The striker deflecting the ball affected the goal.,8,4,affected,
41,condition1,9,The new traffic signs caused the decrease in fatalities.,9,6,caused,
41,condition1,7,The breaking of the dam caused the flood.,10,6,caused,
41,condition1,15,Metastasis enabled cell growth.,11,6,enabled,
41,condition1,16,Diversification affected new monetary policies.,12,5,affected,
41,condition1,19,The construction at the intersection caused the traffic in the vicinity.,13,5,caused,
41,condition1,13,The sun affected the drying of the clothes.,14,3,affected,
41,condition1,15,Metastasis caused cell growth.,15,6,caused,
41,condition1,15,Metastasis affected cell growth.,16,6,affected,
41,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,17,1,enabled,
41,condition1,11,Turning off the life support affected the patient's death.,18,1,affected,
41,condition1,3,The new technology caused the change.,19,6,caused,
41,condition1,6,The sunny weather enabled the tree's growth.,21,6,enabled,
41,condition1,9,The new traffic signs enabled the decrease in fatalities.,23,2,enabled,
41,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,24,4,affected,
41,condition1,7,The breaking of the dam enabled the flood.,26,5,enabled,
41,condition1,16,Diversification caused new monetary policies.,27,2,caused,
41,condition1,6,The sunny weather caused the tree's growth.,28,3,caused,
41,condition1,17,Erosion affected density loss.,29,1,affected,
41,condition1,10,The striker deflecting the ball enabled the goal.,30,5,enabled,
41,condition1,6,The sunny weather affected the tree's growth.,31,6,affected,
41,condition1,8,Janelle's working hard enabled her success.,33,2,enabled,
41,condition1,1,The dry weather enabled the wild fire.,34,6,enabled,
41,condition1,2,The CEO's decision caused the outcome.,35,6,caused,
41,condition1,19,The construction at the intersection affected the traffic in the vicinity.,37,6,affected,
41,condition1,8,Janelle's working hard affected her success.,38,3,affected,
41,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,39,5,enabled,
41,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,40,4,affected,
41,condition1,1,The dry weather affected the wild fire.,41,4,affected,
41,condition1,17,Erosion enabled density loss.,42,4,enabled,
41,condition1,13,The sun caused the drying of the clothes.,43,5,caused,
41,condition1,14,Deforestation affected wildlife displacement.,44,5,affected,
41,condition1,3,The new technology affected the change.,45,2,affected,
41,condition1,2,The CEO's decision affected the outcome.,46,6,affected,
41,condition1,11,Turning off the life support enabled the patient's death.,47,3,enabled,
41,condition1,10,The striker deflecting the ball caused the goal.,48,5,caused,
41,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,49,6,caused,
41,condition1,4,The zoning restrictions affected the housing shortage.,50,6,affected,
41,condition1,12,More stipends caused the increase in student admissions.,51,6,caused,
41,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,52,6,caused,
41,condition1,7,The breaking of the dam affected the flood.,53,5,affected,
41,condition1,2,The CEO's decision enabled the outcome.,54,6,enabled,
41,condition1,12,More stipends enabled the increase in student admissions.,55,6,enabled,
41,condition1,3,The new technology enabled the change.,56,6,enabled,
41,condition1,8,Janelle's working hard caused her success.,57,6,caused,
41,condition1,13,The sun enabled the drying of the clothes.,59,5,enabled,
41,condition1,4,The zoning restrictions enabled the housing shortage.,60,4,enabled,
41,condition1,5,The Sacklers' greed enabled the opioid epidemic.,61,2,enabled,
41,condition1,14,Deforestation caused wildlife displacement.,62,6,caused,
41,condition1,9,The new traffic signs affected the decrease in fatalities.,63,1,affected,
41,condition1,1,The dry weather caused the wild fire.,64,6,caused,
41,condition1,16,Diversification enabled new monetary policies.,65,5,enabled,
12,condition1,1,The dry weather caused the wild fire.,0,4,caused,
12,condition1,6,The sunny weather enabled the tree's growth.,1,5,enabled,
12,condition1,16,Diversification caused new monetary policies.,2,6,caused,
12,condition1,10,The striker deflecting the ball affected the goal.,3,1,affected,
12,condition1,14,Deforestation affected wildlife displacement.,4,1,affected,
12,condition1,2,The CEO's decision caused the outcome.,5,5,caused,
12,condition1,4,The zoning restrictions affected the housing shortage.,6,1,affected,
12,condition1,19,The construction at the intersection affected the traffic in the vicinity.,7,5,affected,
12,condition1,17,Erosion affected density loss.,8,0,affected,
12,condition1,16,Diversification affected new monetary policies.,9,0,affected,
12,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,10,0,affected,
12,condition1,1,The dry weather affected the wild fire.,11,0,affected,
12,condition1,5,The Sacklers' greed caused the opioid epidemic.,12,6,caused,
12,condition1,19,The construction at the intersection caused the traffic in the vicinity.,13,2,caused,
12,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,14,5,caused,
12,condition1,8,Janelle's working hard affected her success.,15,1,affected,
12,condition1,1,The dry weather enabled the wild fire.,16,1,enabled,
12,condition1,6,The sunny weather caused the tree's growth.,17,3,caused,
12,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,19,6,caused,
12,condition1,6,The sunny weather affected the tree's growth.,20,6,affected,
12,condition1,11,Turning off the life support enabled the patient's death.,21,1,enabled,
12,condition1,9,The new traffic signs affected the decrease in fatalities.,22,1,affected,
12,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,24,6,affected,
12,condition1,12,More stipends affected the increase in student admissions.,25,1,affected,
12,condition1,7,The breaking of the dam caused the flood.,26,6,caused,
12,condition1,15,Metastasis enabled cell growth.,27,6,enabled,
12,condition1,8,Janelle's working hard enabled her success.,28,3,enabled,
12,condition1,7,The breaking of the dam enabled the flood.,29,1,enabled,
12,condition1,4,The zoning restrictions caused the housing shortage.,30,6,caused,
12,condition1,10,The striker deflecting the ball enabled the goal.,32,1,enabled,
12,condition1,13,The sun caused the drying of the clothes.,33,4,caused,
12,condition1,8,Janelle's working hard caused her success.,34,2,caused,
12,condition1,15,Metastasis affected cell growth.,35,5,affected,
12,condition1,17,Erosion caused density loss.,36,6,caused,
12,condition1,14,Deforestation enabled wildlife displacement.,37,1,enabled,
12,condition1,11,Turning off the life support caused the patient's death.,39,6,caused,
12,condition1,4,The zoning restrictions enabled the housing shortage.,40,0,enabled,
12,condition1,13,The sun affected the drying of the clothes.,41,0,affected,
12,condition1,3,The new technology enabled the change.,42,6,enabled,
12,condition1,5,The Sacklers' greed affected the opioid epidemic.,43,1,affected,
12,condition1,9,The new traffic signs caused the decrease in fatalities.,44,6,caused,
12,condition1,17,Erosion enabled density loss.,45,4,enabled,
12,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,46,0,enabled,
12,condition1,2,The CEO's decision enabled the outcome.,47,4,enabled,
12,condition1,7,The breaking of the dam affected the flood.,48,0,affected,
12,condition1,9,The new traffic signs enabled the decrease in fatalities.,49,2,enabled,
12,condition1,12,More stipends caused the increase in student admissions.,50,6,caused,
12,condition1,12,More stipends enabled the increase in student admissions.,51,1,enabled,
